name,stats_total,weakness,individual_stats,types
inkay,288,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1.0, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 1.0, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 0.0, 'steel': 0.5, 'fairy': 0.5}","[53, 54, 53, 37, 46, 45]","['dark', 'psychic']"
malamar,482,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1.0, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 1.0, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 0.0, 'steel': 0.5, 'fairy': 0.5}","[86, 92, 88, 68, 75, 73]","['dark', 'psychic']"
binacle,306,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[42, 52, 67, 39, 56, 50]","['rock', 'water']"
barbaracle,500,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[72, 105, 115, 54, 86, 68]","['rock', 'water']"
skrelp,320,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 1.0, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1.0, 'ghost': 0.5, 'dragon': 0.5, 'dark': 1, 'steel': 0, 'fairy': 2}","[50, 60, 60, 60, 60, 30]","['poison', 'water']"
dragalge,494,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 2, 'dark': 1, 'steel': 0.0, 'fairy': 0}","[65, 75, 90, 97, 123, 44]","['poison', 'dragon']"
clauncher,330,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[50, 53, 62, 58, 63, 44]",['water']
clawitzer,500,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[71, 73, 88, 120, 89, 59]",['water']
helioptile,289,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[44, 38, 33, 61, 43, 70]","['electric', 'normal']"
heliolisk,481,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[62, 55, 52, 109, 94, 109]","['electric', 'normal']"
tyrunt,362,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[58, 89, 77, 45, 45, 48]","['rock', 'dragon']"
tyrantrum,521,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[82, 121, 119, 69, 59, 71]","['rock', 'dragon']"
amaura,362,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 1.0, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 4, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[77, 59, 50, 67, 63, 46]","['rock', 'ice']"
aurorus,521,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 1.0, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 4, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[123, 77, 72, 99, 92, 58]","['rock', 'ice']"
sylveon,525,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.5, 'fairy': 1}","[95, 65, 65, 110, 130, 60]",['fairy']
hawlucha,500,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 2, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 1.0, 'rock': 1.0, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 1.0, 'fairy': 0.5}","[78, 92, 75, 74, 63, 118]","['fighting', 'flying']"
dedenne,431,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1.0, 'dark': 2, 'steel': 0.5, 'fairy': 1}","[67, 58, 57, 81, 67, 101]","['electric', 'fairy']"
carbink,500,"{'normal': 1, 'fire': 1.0, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1.0, 'poison': 0.5, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.25, 'fairy': 1}","[50, 50, 150, 50, 150, 50]","['rock', 'fairy']"
goomy,300,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.5, 'fairy': 0}","[45, 50, 35, 55, 75, 40]",['dragon']
sliggoo,452,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.5, 'fairy': 0}","[68, 75, 53, 83, 113, 60]",['dragon']
goodra,600,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.5, 'fairy': 0}","[90, 100, 70, 110, 150, 80]",['dragon']
klefki,470,"{'normal': 1, 'fire': 0.25, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 2, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.25, 'fairy': 2}","[57, 80, 91, 80, 87, 75]","['steel', 'fairy']"
phantump,309,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1}","[43, 70, 48, 50, 60, 38]","['ghost', 'grass']"
trevenant,474,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1}","[85, 110, 76, 65, 82, 56]","['ghost', 'grass']"
pumpkaboo-average,335,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1}","[49, 66, 70, 44, 55, 51]","['ghost', 'grass']"
gourgeist-average,494,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1}","[65, 90, 122, 58, 75, 84]","['ghost', 'grass']"
bergmite,304,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[55, 69, 85, 32, 35, 28]",['ice']
avalugg,514,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[95, 117, 184, 44, 46, 28]",['ice']
noibat,245,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[40, 30, 35, 45, 40, 55]","['flying', 'dragon']"
noivern,535,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[85, 70, 80, 97, 80, 123]","['flying', 'dragon']"
xerneas,680,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.5, 'fairy': 1}","[126, 131, 95, 131, 98, 99]",['fairy']
yveltal,680,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 1.0, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[126, 131, 95, 131, 98, 99]","['dark', 'flying']"
zygarde-50,600,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1.0, 'fairy': 0}","[108, 100, 121, 81, 95, 95]","['dragon', 'ground']"
diancie,600,"{'normal': 1, 'fire': 1.0, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1.0, 'poison': 0.5, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.25, 'fairy': 1}","[50, 100, 150, 100, 150, 50]","['rock', 'fairy']"
hoopa,600,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 1.0, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 0.0, 'steel': 0.5, 'fairy': 1}","[80, 110, 60, 150, 130, 70]","['psychic', 'ghost']"
volcanion,600,"{'normal': 1, 'fire': 1.0, 'water': 0.25, 'electric': 1, 'grass': 1.0, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 1.0, 'ghost': 1, 'dragon': 0.25, 'dark': 1, 'steel': 2, 'fairy': 1}","[80, 110, 120, 130, 90, 70]","['fire', 'water']"
rowlet,320,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1.0, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[68, 55, 55, 50, 50, 42]","['grass', 'flying']"
dartrix,420,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1.0, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[78, 75, 75, 70, 70, 52]","['grass', 'flying']"
decidueye,530,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1}","[78, 107, 75, 100, 100, 70]","['grass', 'ghost']"
litten,320,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[45, 65, 40, 60, 40, 70]",['fire']
torracat,420,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[65, 85, 50, 80, 50, 90]",['fire']
incineroar,530,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 2, 'fairy': 0.5}","[95, 115, 90, 80, 90, 60]","['fire', 'dark']"
popplio,320,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[50, 54, 54, 66, 56, 40]",['water']
brionne,420,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[60, 69, 69, 91, 81, 50]",['water']
primarina,530,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 2, 'steel': 0.5, 'fairy': 1}","[80, 74, 74, 126, 116, 60]","['water', 'fairy']"
pikipek,265,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[35, 75, 30, 30, 30, 65]","['normal', 'flying']"
trumbeak,355,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[55, 85, 50, 40, 50, 75]","['normal', 'flying']"
toucannon,485,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[80, 120, 75, 75, 75, 60]","['normal', 'flying']"
yungoos,253,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[48, 70, 30, 30, 30, 45]",['normal']
gumshoos,418,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[88, 110, 60, 55, 60, 45]",['normal']
grubbin,300,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[47, 62, 45, 55, 45, 46]",['bug']
charjabug,400,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 0, 'flying': 1.0, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[57, 82, 95, 55, 75, 36]","['bug', 'electric']"
vikavolt,500,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 0, 'flying': 1.0, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[77, 70, 90, 145, 75, 43]","['bug', 'electric']"
crabrawler,338,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[47, 82, 57, 42, 47, 63]",['fighting']
crabominable,478,"{'normal': 2, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 1.0, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 1.0, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 2, 'dark': 2, 'steel': 1.0, 'fairy': 0.5}","[97, 132, 77, 62, 67, 43]","['fighting', 'ice']"
oricorio-baile,476,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 4, 'ice': 2, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 4, 'rock': 0.25, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[75, 70, 70, 98, 70, 93]","['fire', 'flying']"
cutiefly,304,"{'normal': 1, 'fire': 0.25, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1.0, 'poison': 0.25, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 2, 'dark': 4, 'steel': 0.25, 'fairy': 0.5}","[40, 45, 40, 55, 40, 84]","['bug', 'fairy']"
ribombee,464,"{'normal': 1, 'fire': 0.25, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1.0, 'poison': 0.25, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 2, 'dark': 4, 'steel': 0.25, 'fairy': 0.5}","[60, 55, 60, 95, 70, 124]","['bug', 'fairy']"
rockruff,280,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[45, 65, 40, 30, 40, 60]",['rock']
lycanroc-midday,487,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[75, 115, 65, 55, 65, 112]",['rock']
wishiwashi-solo,175,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[45, 20, 20, 25, 25, 40]",['water']
mareanie,305,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 1.0, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1.0, 'ghost': 0.5, 'dragon': 0.5, 'dark': 1, 'steel': 0, 'fairy': 2}","[50, 53, 62, 43, 52, 45]","['poison', 'water']"
toxapex,495,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 1.0, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1.0, 'ghost': 0.5, 'dragon': 0.5, 'dark': 1, 'steel': 0, 'fairy': 2}","[50, 63, 152, 53, 142, 35]","['poison', 'water']"
mudbray,385,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","[70, 100, 70, 45, 55, 45]",['ground']
mudsdale,500,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","[100, 125, 100, 55, 85, 35]",['ground']
dewpider,269,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 0.5, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[38, 40, 52, 40, 72, 27]","['water', 'bug']"
araquanid,454,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 0.5, 'dragon': 0.5, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[68, 70, 92, 50, 132, 42]","['water', 'bug']"
fomantis,250,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[40, 55, 35, 50, 35, 35]",['grass']
lurantis,480,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[70, 105, 90, 80, 90, 45]",['grass']
morelull,285,"{'normal': 1, 'fire': 0.25, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 0.25, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 2, 'steel': 0.25, 'fairy': 1}","[40, 35, 55, 65, 75, 15]","['grass', 'fairy']"
shiinotic,405,"{'normal': 1, 'fire': 0.25, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 0.25, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 2, 'steel': 0.25, 'fairy': 1}","[60, 45, 80, 90, 100, 30]","['grass', 'fairy']"
